,interactor_A,interactor_B,label
165608,P40072,P19454,0
165622,P40072,P32502,0
165625,P40072,P32500,0
165626,P40072,P43639,0
165630,P40072,P47122,0
165636,P40072,Q12020,0
165641,P40072,P52917,0
165648,P40072,Q12516,0
165651,P40072,P38274,0
165654,P40072,P28000,0
165655,P40072,P08679,0
165663,P40072,P38862,0
165667,P40072,P28004,0
165677,P40072,P34164,0
165679,P40072,P40070,0
165680,P40072,P53237,0
165684,P40072,Q07622,0
165685,P40072,P07274,0
165697,P40072,P50942,0
165698,P40072,P38815,0
165716,P40072,P39729,0
165717,P40072,P23059,0
165723,P40072,P38962,0
165726,P40072,P50113,0
165732,P40072,P07258,0
165733,P40072,P53726,0
165742,P40072,P43123,0
165748,P40072,Q12175,0
165752,P40072,P08539,0
165757,P40072,P25555,0
165764,P40072,P38217,0
165767,P40072,P36131,0
165768,P40072,P13099,0
165770,P40072,P39551,0
165775,P40072,P04161,0
165781,P40072,P53272,0
165790,P40072,P25575,0
165794,P40072,P18562,0
165796,P40072,P53343,0
165798,P40072,P40515,0
165807,P40072,Q12242,0
165813,P40072,P43124,0
165814,P40072,P41808,0
165821,P40072,Q12260,0
165824,P40072,P32491,0
165834,P40072,P23287,0
165835,P40072,P38232,0
165844,P40072,P53754,0
165846,P40072,P34077,0
165848,P40072,P07703,0
165851,P40072,Q02784,0
165852,P40072,Q04067,0
165853,P40072,Q03750,0
165854,P40072,P25583,0
165860,P40072,Q12250,0
165864,P40072,Q04493,0
165869,P40072,P38694,0
165874,P40072,P40465,0
165880,P40072,P24870,0
165884,P40072,Q12513,0
165894,P40072,P36144,0
165896,P40072,P33308,0
165899,P40072,P43132,0
165903,P40072,Q03407,0
165908,P40072,P53147,0
165909,P40072,Q02725,0
165911,P40072,P46680,0
165922,P40072,Q12497,0
165939,P40072,P04911,0
165943,P40072,P53968,0
165946,P40072,P21242,0
165952,P40072,Q12692,0
165953,P40072,P41920,0
165956,P40072,P18634,0
165960,P40072,P53244,0
165965,P40072,P12612,0
165968,P40072,P01120,0
165976,P40072,P14693,0
165978,P40072,P09232,0
165983,P40072,Q04749,0
165988,P40072,P34167,0
165989,P40072,P13574,0
165994,P40072,Q03330,0
166008,P40072,P41911,0
166022,P40072,P38622,0
166025,P40072,P32473,0
166031,P40072,Q12468,0
166032,P40072,Q12317,0
166033,P40072,P38303,0
166043,P40072,Q03048,0
166046,P40072,P25694,0
166048,P40072,P24280,0
166051,P40072,P39926,0
166053,P40072,P07262,0
166054,P40072,Q6Q5K6,0
166055,P40072,Q12215,0
166063,P40072,P25383,0
166065,P40072,P38143,0
166066,P40072,Q04272,0
166069,P40072,P23285,0
166070,P40072,P48566,0
166076,P40072,P24868,0
166077,P40072,Q03081,0
166080,P40072,P41833,0
168289,Q12395,P38744,0
168293,Q12395,Q03435,0
168295,Q12395,Q04368,0
168301,Q12395,P16649,0
168309,Q12395,P36118,0
168318,Q12395,P43619,0
168321,Q12395,Q06001,0
168323,Q12395,Q12377,0
168325,Q12395,Q03981,0
168327,Q12395,P52553,0
168338,Q12395,P20081,0
168349,Q12395,Q00582,0
168370,Q12395,P38751,0
168378,Q12395,P53295,0
168405,Q12395,P28000,0
168429,Q12395,P11710,0
168431,Q12395,P53237,0
168443,Q12395,Q12489,0
168467,Q12395,P39729,0
168468,Q12395,P23059,0
168474,Q12395,P38962,0
168493,Q12395,P43123,0
168497,Q12395,P21243,0
168503,Q12395,P08539,0
168508,Q12395,P25555,0
168518,Q12395,P36131,0
168526,Q12395,P04161,0
168547,Q12395,P53343,0
168564,Q12395,P43124,0
168572,Q12395,Q12260,0
168575,Q12395,P32491,0
168586,Q12395,P38232,0
168587,Q12395,P32385,0
168595,Q12395,P53754,0
168599,Q12395,P07703,0
168603,Q12395,Q04067,0
168611,Q12395,Q12250,0
168615,Q12395,Q04493,0
168631,Q12395,P24870,0
168645,Q12395,P36144,0
168647,Q12395,P33308,0
168654,Q12395,Q03407,0
168655,Q12395,P42944,0
168660,Q12395,Q02725,0
168665,Q12395,P53729,0
168673,Q12395,Q12497,0
168690,Q12395,P04911,0
168697,Q12395,P21242,0
168703,Q12395,Q12692,0
168704,Q12395,P41920,0
168707,Q12395,P18634,0
168709,Q12395,Q12253,0
168719,Q12395,P01120,0
168727,Q12395,P14693,0
168739,Q12395,P34167,0
168745,Q12395,Q03330,0
168759,Q12395,P41911,0
168782,Q12395,Q12468,0
168784,Q12395,P38303,0
168797,Q12395,P25694,0
168799,Q12395,P24280,0
168802,Q12395,P39926,0
168805,Q12395,Q6Q5K6,0
168806,Q12395,Q12215,0
168814,Q12395,P25383,0
168816,Q12395,P38143,0
168817,Q12395,Q04272,0
168820,Q12395,P23285,0
168823,Q12395,P04786,0
168827,Q12395,P24868,0
168828,Q12395,Q03081,0
168833,Q12395,P38725,0
169939,Q12270,P38744,0
169943,Q12270,Q03435,0
169945,Q12270,Q04368,0
169951,Q12270,P16649,0
169968,Q12270,P43619,0
169971,Q12270,Q06001,0
169975,Q12270,Q03981,0
169999,Q12270,Q00582,0
170020,Q12270,P38751,0
170055,Q12270,P28000,0
170081,Q12270,P53237,0
170114,Q12270,P39729,0
170140,Q12270,P43123,0
170149,Q12270,P08539,0
170178,Q12270,P53272,0
170194,Q12270,P53343,0
170233,Q12270,P38232,0
170234,Q12270,P32385,0
170246,Q12270,P07703,0
170250,Q12270,Q04067,0
170262,Q12270,Q04493,0
170282,Q12270,Q12513,0
170292,Q12270,P36144,0
170301,Q12270,Q03407,0
170302,Q12270,P42944,0
170312,Q12270,P53729,0
170320,Q12270,Q12497,0
170337,Q12270,P04911,0
170344,Q12270,P21242,0
170351,Q12270,P41920,0
170354,Q12270,P18634,0
170356,Q12270,Q12253,0
170406,Q12270,P41911,0
170429,Q12270,Q12468,0
170430,Q12270,Q12317,0
170444,Q12270,P25694,0
170452,Q12270,Q6Q5K6,0
170461,Q12270,P25383,0
170467,Q12270,P23285,0
170468,Q12270,P48566,0
170475,Q12270,Q03081,0
170484,Q06628,P38744,0
170497,Q06628,P38270,0
170511,Q06628,Q04368,0
170556,Q06628,P16649,0
170558,Q06628,P53177,0
170584,Q06628,Q12246,0
170670,Q06628,Q05787,0
170676,Q06628,P39977,0
170710,Q06628,P15705,0
170735,Q06628,P38890,0
170736,Q06628,P53973,0
170750,Q06628,P40588,0
170751,Q06628,P46943,0
170754,Q06628,Q00582,0
170791,Q06628,P53899,0
170821,Q06628,P38697,0
170843,Q06628,P53721,0
170851,Q06628,P40326,0
170876,Q06628,Q04004,0
170895,Q06628,P38268,0
170902,Q06628,P34237,0
170969,Q06628,P47038,0
170987,Q06628,P43594,0
171004,Q06628,P38176,0
171064,Q06628,P28000,0
171067,Q06628,P38740,0
171068,Q06628,P54784,0
171081,Q06628,P38716,0
171099,Q06628,P40075,0
171130,Q06628,Q12318,0
171157,Q06628,P21269,0
171177,Q06628,P53237,0
171239,Q06628,P43123,0
171249,Q06628,P08539,0
171278,Q06628,P53272,0
171293,Q06628,P53343,0
171332,Q06628,P38232,0
171345,Q06628,P07703,0
171361,Q06628,Q04493,0
171381,Q06628,Q12513,0
171391,Q06628,P36144,0
171400,Q06628,Q03407,0
171401,Q06628,P42944,0
171453,Q06628,P18634,0
171455,Q06628,Q12253,0
171528,Q06628,Q12468,0
171551,Q06628,Q6Q5K6,0
171566,Q06628,P23285,0
171581,P19541,P38744,0
171587,P19541,Q04368,0
171613,P19541,Q06001,0
171617,P19541,Q03981,0
171641,P19541,Q00582,0
171697,P19541,P28000,0
171723,P19541,P53237,0
171758,P19541,P39729,0
171788,P19541,P21243,0
171794,P19541,P08539,0
171823,P19541,P53272,0
171838,P19541,P53343,0
171840,P19541,P40515,0
171877,P19541,P38232,0
171890,P19541,P07703,0
171894,P19541,Q04067,0
171906,P19541,Q04493,0
171916,P19541,P40465,0
171922,P19541,P24870,0
171926,P19541,Q12513,0
171936,P19541,P36144,0
171945,P19541,Q03407,0
171964,P19541,Q12497,0
171988,P19541,P21242,0
171998,P19541,P18634,0
172050,P19541,P41911,0
172073,P19541,Q12468,0
172088,P19541,P25694,0
172105,P19541,P25383,0
172111,P19541,P23285,0
172118,P19541,P24868,0
172126,P38744,P47822,0
172127,P38744,P47023,0
172129,P38744,P50078,0
172131,P38744,P20486,0
172132,P38744,Q03697,0
172133,P38744,Q05031,0
172136,P38744,P53769,0
172138,P38744,P38270,0
172141,P38744,P14680,0
172142,P38744,P53980,0
172143,P38744,P35497,0
172146,P38744,Q03900,0
172147,P38744,Q03435,0
172148,P38744,P39946,0
172149,P38744,P40325,0
172150,P38744,P41695,0
172152,P38744,Q04368,0
172153,P38744,O13550,0
172154,P38744,P25651,0
172157,P38744,Q06005,0
172159,P38744,P53724,0
172160,P38744,P38957,0
172161,P38744,Q08446,0
172163,P38744,P00127,0
172165,P38744,Q12178,0
172166,P38744,P40186,0
172167,P38744,P53845,0
172171,P38744,P15108,0
172172,P38744,P34239,0
172173,P38744,P43568,0
172174,P38744,P53835,0
172175,P38744,P04037,0
172178,P38744,P32485,0
172179,P38744,Q03818,0
172180,P38744,P36025,0
172181,P38744,P34223,0
172183,P38744,P36080,0
172184,P38744,P38348,0
172186,P38744,P40958,0
172187,P38744,P46997,0
172188,P38744,P38771,0
172191,P38744,P32910,0
172192,P38744,P48562,0
172197,P38744,P16649,0
172198,P38744,P53691,0
172199,P38744,P53177,0
172200,P38744,P33327,0
172201,P38744,P36041,0
172202,P38744,Q05080,0
172205,P38744,Q00772,0
172206,P38744,P40164,0
172207,P38744,P31379,0
172208,P38744,P38767,0
172210,P38744,P46151,0
172211,P38744,Q12324,0
172212,P38744,P36125,0
172213,P38744,P28240,0
172215,P38744,P32793,0
172216,P38744,P36157,0
172217,P38744,P25344,0
172219,P38744,P07278,0
172221,P38744,P36118,0
172225,P38744,Q12246,0
172226,P38744,Q12030,0
172228,P38744,Q04659,0
172229,P38744,P05150,0
172231,P38744,P38254,0
172232,P38744,P38236,0
172233,P38744,P32864,0
172234,P38744,P0C0X0,0
172236,P38744,P46970,0
172237,P38744,Q99332,0
172238,P38744,P39014,0
172240,P38744,P38921,0
172241,P38744,P53749,0
172243,P38744,P43619,0
172244,P38744,P00546,0
172245,P38744,P38870,0
172247,P38744,P38729,0
172249,P38744,P47154,0
172252,P38744,Q05911,0
172254,P38744,Q12241,0
172255,P38744,Q00539,0
172257,P38744,Q06410,0
172260,P38744,Q03790,0
172261,P38744,P47029,0
172264,P38744,P32525,0
172265,P38744,P25337,0
172266,P38744,P40060,0
172267,P38744,Q12436,0
172269,P38744,P53955,0
172270,P38744,P43577,0
172273,P38744,Q12377,0
172275,P38744,P14359,0
172276,P38744,Q12354,0
172277,P38744,Q03919,0
172282,P38744,P32505,0
172283,P38744,Q03981,0
172284,P38744,P25371,0
172285,P38744,Q03831,0
172288,P38744,P32911,0
172289,P38744,P53309,0
172290,P38744,P25646,0
172291,P38744,P47165,0
172295,P38744,P15790,0
172298,P38744,P06785,0
172302,P38744,Q03373,0
172304,P38744,Q12335,0
172305,P38744,Q03231,0
172306,P38744,P14682,0
172307,P38744,P38130,0
172311,P38744,Q05787,0
172312,P38744,Q03290,0
172313,P38744,P53061,0
172315,P38744,Q02794,0
172316,P38744,Q12321,0
172317,P38744,P39977,0
172318,P38744,P53939,0
172319,P38744,P47057,0
172320,P38744,P53038,0
172321,P38744,P14908,0
172322,P38744,P39923,0
172324,P38744,Q05016,0
172325,P38744,P36162,0
172331,P38744,Q12417,0
172334,P38744,P35729,0
172335,P38744,P34078,0
172336,P38744,Q12199,0
172337,P38744,Q12515,0
172338,P38744,P38791,0
172339,P38744,P53104,0
172342,P38744,P33759,0
172345,P38744,Q08492,0
172346,P38744,Q04048,0
172347,P38744,P20081,0
172348,P38744,P40560,0
172349,P38744,Q03441,0
172350,P38744,Q05930,0
172352,P38744,P15705,0
172353,P38744,P46956,0
172355,P38744,P38842,0
172358,P38744,P53738,0
172359,P38744,Q03973,0
172362,P38744,Q03063,0
172363,P38744,P36068,0
172366,P38744,P53281,0
172367,P38744,P06839,0
172370,P38744,P47069,0
172371,P38744,Q12310,0
172376,P38744,P25381,0
172377,P38744,P38890,0
172378,P38744,P53973,0
172380,P38744,P38910,0
172382,P38744,P26448,0
172386,P38744,Q99181,0
172387,P38744,P32584,0
172388,P38744,P38784,0
172390,P38744,P47093,0
172392,P38744,P40588,0
172393,P38744,P46943,0
172395,P38744,Q12107,0
172398,P38744,P32526,0
172399,P38744,Q12306,0
172400,P38744,P34760,0
172401,P38744,P40366,0
172402,P38744,P53857,0
172403,P38744,P25299,0
172404,P38744,P38812,0
172408,P38744,Q02199,0
172410,P38744,P22276,0
172411,P38744,P38277,0
172413,P38744,P40087,0
172414,P38744,Q99288,0
172415,P38744,Q02629,0
172417,P38744,P40898,0
172418,P38744,P53184,0
172419,P38744,P25652,0
172422,P38744,P47079,0
172425,P38744,P38749,0
172426,P38744,P42073,0
172428,P38744,Q02606,0
172429,P38744,P45819,0
172430,P38744,P38302,0
172431,P38744,P53270,0
172433,P38744,P53899,0
172435,P38744,P32857,0
172436,P38744,P11433,0
172437,P38744,P29366,0
172438,P38744,P53906,0
172440,P38744,P33307,0
172442,P38744,P35190,0
172444,P38744,P53142,0
172447,P38744,P47158,0
172448,P38744,Q08685,0
172449,P38744,P21268,0
172450,P38744,Q04401,0
172451,P38744,P47120,0
172455,P38744,P38932,0
172457,P38744,Q05785,0
172458,P38744,P87283,0
172461,P38744,Q04149,0
172463,P38744,P38697,0
172464,P38744,P47129,0
172465,P38744,P53169,0
172466,P38744,P40583,0
172468,P38744,P32598,0
172469,P38744,P32829,0
172470,P38744,P19454,0
172473,P38744,P40485,0
172474,P38744,P38195,0
172477,P38744,P25293,0
172479,P38744,P38257,0
172480,P38744,P19735,0
172482,P38744,P53740,0
172484,P38744,Q05610,0
172485,P38744,P53721,0
172486,P38744,P36145,0
172487,P38744,P25620,0
172493,P38744,P40326,0
172494,P38744,P32379,0
172496,P38744,P46983,0
172497,P38744,P40559,0
172499,P38744,Q04839,0
172500,P38744,P39677,0
172501,P38744,P40077,0
172502,P38744,P48836,0
172508,P38744,Q06592,0
172511,P38744,P21374,0
172512,P38744,Q12277,0
172514,P38744,P43603,0
172515,P38744,P43545,0
172519,P38744,Q04004,0
172521,P38744,P40356,0
172522,P38744,P32489,0
172523,P38744,P46972,0
172524,P38744,P38751,0
172526,P38744,Q12347,0
172527,P38744,P38166,0
172529,P38744,P32601,0
172533,P38744,P30402,0
172534,P38744,P52286,0
172537,P38744,Q12493,0
172538,P38744,P38268,0
172539,P38744,P39734,0
172540,P38744,P38766,0
172542,P38744,P32502,0
172543,P38744,P38165,0
172544,P38744,Q01684,0
172545,P38744,P34237,0
172547,P38744,Q03012,0
172548,P38744,P38871,0
172550,P38744,Q12452,0
172555,P38744,P25453,0
172556,P38744,Q03497,0
172557,P38744,P38796,0
172558,P38744,P48568,0
172560,P38744,P38816,0
172561,P38744,Q01532,0
172565,P38744,Q12115,0
172567,P38744,Q12292,0
172568,P38744,P32500,0
172569,P38744,P43639,0
172571,P38744,P53295,0
172573,P38744,P38804,0
172574,P38744,Q02772,0
172575,P38744,Q05871,0
172578,P38744,P07834,0
172579,P38744,Q05024,0
172582,P38744,P53979,0
172583,P38744,P32563,0
172585,P38744,P39945,0
172587,P38744,P38693,0
172588,P38744,Q03220,0
172591,P38744,Q12520,0
172592,P38744,P53854,0
172594,P38744,P47122,0
172598,P38744,Q04322,0
172602,P38744,Q02336,0
172604,P38744,P40581,0
172606,P38744,P06106,0
172610,P38744,P43634,0
172611,P38744,P46679,0
172612,P38744,P47038,0
172613,P38744,P32572,0
172616,P38744,Q03557,0
172618,P38744,Q12287,0
172620,P38744,P38769,0
172623,P38744,P46965,0
172627,P38744,P49017,0
172628,P38744,Q99395,0
172629,P38744,Q12023,0
172631,P38744,P38272,0
172632,P38744,P23641,0
172634,P38744,Q12020,0
172639,P38744,P33317,0
172641,P38744,P25343,0
172642,P38744,P38861,0
172643,P38744,P46946,0
172644,P38744,P12709,0
172645,P38744,P35734,0
172646,P38744,P22768,0
172647,P38744,P38176,0
172649,P38744,P28239,0
172651,P38744,P46989,0
172652,P38744,P52917,0
172653,P38744,P22215,0
172656,P38744,P89886,0
172657,P38744,P53437,0
172658,P38744,P36116,0
172659,P38744,P32366,0
172660,P38744,P17558,0
172662,P38744,Q04299,0
172666,P38744,P38633,0
172668,P38744,P41834,0
172669,P38744,P32939,0
172670,P38744,P35203,0
172672,P38744,P53190,0
172674,P38744,P25298,0
172677,P38744,P32350,0
172678,P38744,P37366,0
172679,P38744,P13365,0
172680,P38744,Q12094,0
172683,P38744,P09032,0
172686,P38744,Q12516,0
172687,P38744,P40052,0
172689,P38744,P38692,0
172690,P38744,P38346,0
172691,P38744,Q12251,0
172692,P38744,Q04964,0
172695,P38744,Q02948,0
172697,P38744,P38182,0
172701,P38744,P38274,0
172703,P38744,Q08229,0
172704,P38744,P25693,0
172705,P38744,Q08214,0
172706,P38744,P33754,0
172708,P38744,P43625,0
172709,P38744,P38740,0
172710,P38744,P54784,0
172711,P38744,P39990,0
172712,P38744,P08679,0
172718,P38744,Q12434,0
172719,P38744,P32788,0
172720,P38744,P53277,0
172721,P38744,P53829,0
172723,P38744,P38716,0
172724,P38744,Q12432,0
172726,P38744,Q03503,0
172727,P38744,Q12013,0
172728,P38744,P38147,0
172730,P38744,P40063,0
172732,P38744,P38862,0
172735,P38744,P53934,0
172736,P38744,P27472,0
172740,P38744,P04824,0
172741,P38744,P40075,0
172742,P38744,Q04767,0
172743,P38744,P47821,0
172744,P38744,P47115,0
172745,P38744,P46682,0
172748,P38744,P25454,0
172749,P38744,Q07528,0
172750,P38744,P43547,0
172751,P38744,P47166,0
172752,P38744,Q99383,0
172753,P38744,P25623,0
172756,P38744,Q03770,0
172759,P38744,P28004,0
172760,P38744,Q02574,0
172761,P38744,P48581,0
172765,P38744,P40357,0
172766,P38744,P38229,0
172769,P38744,P20437,0
172770,P38744,P06243,0
172771,P38744,P17157,0
172772,P38744,Q12318,0
172773,P38744,Q99401,0
172774,P38744,Q99326,0
172776,P38744,P38837,0
172777,P38744,P53924,0
172778,P38744,P19262,0
172782,P38744,P36083,0
172783,P38744,P25374,0
172784,P38744,P36075,0
172787,P38744,P32610,0
172788,P38744,P48837,0
172789,P38744,Q02457,0
172790,P38744,Q99314,0
172791,P38744,Q12016,0
172796,P38744,P38884,0
172797,P38744,P34164,0
172799,P38744,P21269,0
172800,P38744,P06100,0
172801,P38744,Q12125,0
172802,P38744,P25630,0
172803,P38744,P38793,0
172804,P38744,Q00764,0
172805,P38744,P46982,0
172806,P38744,P25044,0
172807,P38744,P53230,0
172809,P38744,P36048,0
172812,P38744,P39533,0
172813,P38744,P11710,0
172814,P38744,P28496,0
172815,P38744,P47042,0
172816,P38744,Q03533,0
172818,P38744,P40070,0
172819,P38744,P53237,0
172822,P38744,P17214,0
172823,P38744,Q07622,0
172824,P38744,P07274,0
172826,P38744,P30283,0
172827,P38744,Q02821,0
172828,P38744,P32337,0
172831,P38744,Q12489,0
172834,P38744,Q12300,0
172836,P38744,P50942,0
172837,P38744,P38815,0
172839,P38744,Q02892,0
172840,P38744,Q12446,0
172841,P38744,P13902,0
172843,P38744,P36100,0
172844,P38744,P32602,0
172848,P38744,P01123,0
172850,P38744,P40956,0
172851,P38744,Q04549,0
172854,P38744,Q03177,0
172855,P38744,P39729,0
172856,P38744,P23059,0
172857,P38744,P53040,0
172858,P38744,P06843,0
172859,P38744,P38261,0
172860,P38744,P38987,0
172862,P38744,P38962,0
172864,P38744,P38555,0
172865,P38744,P50113,0
172866,P38744,P38074,0
172867,P38744,P50095,0
172868,P38744,Q00776,0
172870,P38744,P39105,0
172871,P38744,P07258,0
172872,P38744,P53726,0
172873,P38744,P33338,0
172878,P38744,P32259,0
172879,P38744,P28495,0
172880,P38744,P38700,0
172881,P38744,P43123,0
172882,P38744,P12954,0
172883,P38744,P53036,0
172885,P38744,P21243,0
172887,P38744,Q12175,0
172889,P38744,P32912,0
172890,P38744,Q12181,0
172891,P38744,P08539,0
172892,P38744,Q06440,0
172895,P38744,P23292,0
172896,P38744,P25555,0
172900,P38744,Q03656,0
172902,P38744,P08468,0
172903,P38744,P38217,0
172904,P38744,P24869,0
172906,P38744,P36131,0
172907,P38744,P13099,0
172908,P38744,Q12457,0
172909,P38744,P39551,0
172914,P38744,P04161,0
172916,P38744,P15891,0
172920,P38744,P53272,0
172923,P38744,Q12433,0
172926,P38744,Q03525,0
172929,P38744,P25575,0
172931,P38744,P32828,0
172933,P38744,Q12018,0
172934,P38744,P18562,0
172937,P38744,P40515,0
172944,P38744,Q04175,0
172946,P38744,Q12242,0
172947,P38744,P26449,0
172950,P38744,P32497,0
172952,P38744,P43124,0
172953,P38744,P41808,0
172954,P38744,P32582,0
172959,P38744,Q08754,0
172960,P38744,Q12260,0
172961,P38744,P33296,0
172963,P38744,P32491,0
172964,P38744,P28320,0
172970,P38744,Q03466,0
172972,P38744,P38682,0
172973,P38744,P23287,0
172974,P38744,P38232,0
172975,P38744,P32385,0
172976,P38744,P39731,0
172978,P38744,P39083,0
172982,P38744,P39081,0
172983,P38744,P53754,0
172985,P38744,P34077,0
172986,P38744,P15380,0
172988,P38744,P23561,0
172990,P38744,Q02784,0
172991,P38744,Q04067,0
172992,P38744,Q03750,0
172993,P38744,P25583,0
172994,P38744,P25355,0
172999,P38744,Q12250,0
173008,P38744,P38694,0
173013,P38744,P40465,0
173014,P38744,Q99219,0
173015,P38744,Q12298,0
173019,P38744,P24870,0
173020,P38744,P32838,0
173021,P38744,Q99260,0
173022,P38744,P43544,0
173023,P38744,Q12513,0
173024,P38744,Q08273,0
173025,P38744,P52918,0
173030,P38744,P38041,0
173033,P38744,P36144,0
173034,P38744,P53921,0
173035,P38744,P33308,0
173037,P38744,P40302,0
173038,P38744,P43132,0
173042,P38744,Q03407,0
173043,P38744,P42944,0
173047,P38744,P53147,0
173048,P38744,Q02725,0
173050,P38744,P46680,0
173053,P38744,P53729,0
173057,P38744,Q06102,0
173061,P38744,Q12497,0
173071,P38744,P40479,0
173078,P38744,P04911,0
173080,P38744,P32496,0
173081,P38744,Q03776,0
173082,P38744,P53968,0
173085,P38744,P21242,0
173091,P38744,Q12692,0
173092,P38744,P41920,0
173094,P38744,Q04902,0
173095,P38744,P18634,0
173097,P38744,Q12253,0
173099,P38744,P53244,0
173101,P38744,Q04226,0
173104,P38744,P12612,0
173105,P38744,P47025,0
173107,P38744,P01120,0
173110,P38744,P25349,0
173115,P38744,P14693,0
173117,P38744,P09232,0
173120,P38744,P06838,0
173122,P38744,Q04749,0
173127,P38744,P34167,0
173128,P38744,P13574,0
173133,P38744,Q03330,0
173134,P38744,P26309,0
173135,P38744,Q12380,0
173137,P38744,Q04396,0
173139,P38744,Q12449,0
173140,P38744,P06782,0
173142,P38744,P50111,0
173143,P38744,P32499,0
173145,P38744,Q04511,0
173147,P38744,P41911,0
173150,P38744,P17123,0
173151,P38744,Q04087,0
173153,P38744,Q00916,0
173158,P38744,P22213,0
173161,P38744,P38622,0
173164,P38744,P32473,0
173169,P38744,P23291,0
173170,P38744,Q12468,0
173171,P38744,Q12317,0
173172,P38744,P38303,0
173177,P38744,P25586,0
173182,P38744,Q03048,0
173185,P38744,P25694,0
173186,P38744,P38234,0
173187,P38744,P24280,0
173190,P38744,P39926,0
173192,P38744,P07262,0
173193,P38744,Q6Q5K6,0
173194,P38744,Q12215,0
173198,P38744,P38953,0
173199,P38744,Q12233,0
173200,P38744,Q12330,0
173202,P38744,P25383,0
173204,P38744,P38143,0
173205,P38744,Q04272,0
173206,P38744,P53124,0
173208,P38744,P23285,0
173209,P38744,P48566,0
173211,P38744,P04786,0
173212,P38744,Q99394,0
173214,P38744,P38883,0
173215,P38744,P24868,0
173216,P38744,Q03081,0
173219,P38744,P41833,0
173221,P38744,P38725,0
173235,P47822,P38270,0
173244,P47822,Q03435,0
173249,P47822,Q04368,0
173294,P47822,P16649,0
173305,P47822,P38767,0
173339,P47822,P43619,0
173362,P47822,P40060,0
173448,P47822,P15705,0
173451,P47822,P38842,0
173473,P47822,P38890,0
173474,P47822,P53973,0
173488,P47822,P40588,0
173492,P47822,Q00582,0
173496,P47822,P40366,0
173558,P47822,P38697,0
173580,P47822,P53721,0
173633,P47822,P38268,0
173707,P47822,P47038,0
173725,P47822,P43594,0
173802,P47822,P28000,0
173805,P47822,P38740,0
173837,P47822,P40075,0
173915,P47822,P53237,0
173951,P47822,P39729,0
173977,P47822,P43123,0
173987,P47822,P08539,0
174016,P47822,P53272,0
174032,P47822,P53343,0
174071,P47822,P38232,0
174072,P47822,P32385,0
174100,P47822,Q04493,0
174130,P47822,P36144,0
174139,P47822,Q03407,0
174140,P47822,P42944,0
174150,P47822,P53729,0
174192,P47822,P18634,0
174194,P47822,Q12253,0
174267,P47822,Q12468,0
174290,P47822,Q6Q5K6,0
174305,P47822,P23285,0
174324,P47023,Q04368,0
174330,P47023,P16649,0
174338,P47023,P36118,0
174350,P47023,Q06001,0
174352,P47023,Q12377,0
174354,P47023,Q03981,0
174356,P47023,P52553,0
174378,P47023,Q00582,0
174381,P47023,Q99288,0
174399,P47023,P38751,0
174407,P47023,P53295,0
174434,P47023,P28000,0
174458,P47023,P11710,0
174460,P47023,P53237,0
174464,P47023,Q07622,0
174475,P47023,Q12300,0
174496,P47023,P39729,0
174508,P47023,P50095,0
174522,P47023,P43123,0
174526,P47023,P21243,0
174532,P47023,P08539,0
174537,P47023,P25555,0
174548,P47023,P13099,0
174561,P47023,P53272,0
174567,P47023,Q03525,0
174572,P47023,P32828,0
174577,P47023,P53343,0
174579,P47023,P40515,0
174594,P47023,P43124,0
174595,P47023,P41808,0
174602,P47023,Q12260,0
174616,P47023,P38232,0
174617,P47023,P32385,0
174629,P47023,P07703,0
174633,P47023,Q04067,0
174634,P47023,Q03750,0
174645,P47023,Q04493,0
174655,P47023,P40465,0
174656,P47023,Q99219,0
174661,P47023,P24870,0
174675,P47023,P36144,0
174679,P47023,P40302,0
174680,P47023,P43132,0
174684,P47023,Q03407,0
174685,P47023,P42944,0
174690,P47023,Q02725,0
174695,P47023,P53729,0
174703,P47023,Q12497,0
174720,P47023,P04911,0
174722,P47023,P32496,0
174727,P47023,P21242,0
174733,P47023,Q12692,0
174734,P47023,P41920,0
174737,P47023,P18634,0
174739,P47023,Q12253,0
174775,P47023,Q03330,0
174779,P47023,Q04396,0
174789,P47023,P41911,0
174803,P47023,P38622,0
174811,P47023,P23291,0
174812,P47023,Q12468,0
174813,P47023,Q12317,0
174827,P47023,P25694,0
174829,P47023,P24280,0
174832,P47023,P39926,0
174835,P47023,Q6Q5K6,0
174836,P47023,Q12215,0
174841,P47023,Q12233,0
174844,P47023,P25383,0
174847,P47023,Q04272,0
174850,P47023,P23285,0
174851,P47023,P48566,0
174854,P47023,Q99394,0
174857,P47023,P24868,0
174858,P47023,Q03081,0
175960,P50078,Q03435,0
175962,P50078,Q04368,0
175968,P50078,P16649,0
175969,P50078,P53691,0
175976,P50078,P36118,0
175985,P50078,P43619,0
176014,P50078,P38784,0
176016,P50078,Q00582,0
176019,P50078,Q99288,0
176036,P50078,P38751,0
176042,P50078,P32500,0
176044,P50078,P53295,0
176071,P50078,P28000,0
176072,P50078,P08679,0
176097,P50078,P53237,0
176101,P50078,Q07622,0
176109,P50078,Q12489,0
176133,P50078,P39729,0
176159,P50078,P43123,0
176160,P50078,P12954,0
176163,P50078,P21243,0
176168,P50078,Q12181,0
176169,P50078,P08539,0
176173,P50078,P23292,0
176174,P50078,P25555,0
176185,P50078,P13099,0
176198,P50078,P53272,0
176209,P50078,P32828,0
176214,P50078,P53343,0
