,interactor_A,interactor_B,label
179631,O95704,Q6ZRQ5,0
179760,O95704,Q9BTV4,0
179970,O95704,P63272,0
181850,Q9UBS5,P63272,0
182095,P35998,P08758,0
182122,P35998,Q9UK76,0
182282,P35998,Q75KN0,0
182315,P35998,Q96FE5,0
182324,P35998,Q15041,0
182395,P35998,Q8NBJ7,0
182445,P35998,Q9Y230,0
182458,P35998,Q6ZRQ5,0
182587,P35998,Q9BTV4,0
182797,P35998,P63272,0
183744,P19419,P63272,0
184691,P43034,P63272,0
186775,P37268,P60520,0
186858,P37268,Q13216,0
186924,P37268,P25189,0
186933,P37268,P00742,0
187005,P37268,Q75KN0,0
187084,P37268,Q15907,0
187213,P37268,Q16143,0
187279,P37268,P20264,0
187290,P37268,Q9NXK8,0
187428,P37268,P51884,0
187442,P37268,Q8N9T8,0
187447,P37268,Q9HBT7,0
187452,P37268,P22314,0
187460,P37268,P13798,0
187471,P37268,Q9UK32,0
187503,P37268,P53041,0
187511,P37268,P07108,0
187521,P37268,Q9BPX5,0
187523,P37268,P32249,0
187532,P37268,P61077,0
187540,P37268,P29350,0
187546,P37268,P16152,0
187567,P37268,Q93077,0
187571,P37268,P27824,0
187582,P37268,Q3B820,0
188091,P60228,O95219,0
189941,Q99962,P63272,0
191829,O43924,P63272,0
194529,P56470,Q17R89,0
194818,P56470,O95219,0
195729,P56470,P63272,0
198148,Q6UXB0,P63272,0
199084,P68366,P63272,0
200796,Q7Z6J6,P08758,0
201016,Q7Z6J6,Q96FE5,0
201025,Q7Z6J6,Q15041,0
201096,Q7Z6J6,Q8NBJ7,0
201146,Q7Z6J6,Q9Y230,0
201159,Q7Z6J6,Q6ZRQ5,0
201288,Q7Z6J6,Q9BTV4,0
201493,Q7Z6J6,P07108,0
201498,Q7Z6J6,P63272,0
201738,Q92481,P08758,0
201854,Q92481,P00742,0
201926,Q92481,Q75KN0,0
201959,Q92481,Q96FE5,0
201968,Q92481,Q15041,0
202039,Q92481,Q8NBJ7,0
202089,Q92481,Q9Y230,0
202102,Q92481,Q6ZRQ5,0
202231,Q92481,Q9BTV4,0
202441,Q92481,P63272,0
202471,Q92481,P16152,0
202506,Q92481,Q3B820,0
203382,Q9BX40,P63272,0
204854,Q96DV4,P63272,0
205462,Q9Y5U8,P08758,0
205842,Q9Y5U8,Q96FE5,0
205851,Q9Y5U8,Q15041,0
205922,Q9Y5U8,Q8NBJ7,0
205972,Q9Y5U8,Q9Y230,0
205985,Q9Y5U8,Q6ZRQ5,0
206114,Q9Y5U8,Q9BTV4,0
206324,Q9Y5U8,P63272,0
209937,Q8WVM8,Q17R89,0
210227,Q8WVM8,O95219,0
210487,Q8WVM8,P16403,0
211139,Q8WVM8,P63272,0
213533,P62937,P63272,0
218188,Q12788,P63272,0
219537,Q9NVX0,Q75KN0,0
220052,Q9NVX0,P63272,0
223568,P11169,P08758,0
223756,P11169,Q75KN0,0
223788,P11169,Q96FE5,0
223797,P11169,Q15041,0
223868,P11169,Q8NBJ7,0
223918,P11169,Q9Y230,0
223931,P11169,Q6ZRQ5,0
224060,P11169,Q9BTV4,0
224270,P11169,P63272,0
225954,P49642,P08758,0
226175,P49642,Q96FE5,0
226184,P49642,Q15041,0
226255,P49642,Q8NBJ7,0
226305,P49642,Q9Y230,0
226318,P49642,Q6ZRQ5,0
226447,P49642,Q9BTV4,0
226657,P49642,P63272,0
229555,O95166,P63272,0
230487,O75400,P63272,0
230718,O14640,P08758,0
230825,O14640,P25189,0
230905,O14640,Q75KN0,0
230938,O14640,Q96FE5,0
230947,O14640,Q15041,0
231018,O14640,Q8NBJ7,0
231068,O14640,Q9Y230,0
231081,O14640,Q6ZRQ5,0
231210,O14640,Q9BTV4,0
231346,O14640,Q8N9T8,0
231420,O14640,P63272,0
231471,O14640,Q93077,0
234302,Q96GM8,P63272,0
234531,Q9Y5M8,P08758,0
234558,Q9Y5M8,Q9UK76,0
234718,Q9Y5M8,Q75KN0,0
234751,Q9Y5M8,Q96FE5,0
234760,Q9Y5M8,Q15041,0
234831,Q9Y5M8,Q8NBJ7,0
234881,Q9Y5M8,Q9Y230,0
234894,Q9Y5M8,Q6ZRQ5,0
235023,Q9Y5M8,Q9BTV4,0
235233,Q9Y5M8,P63272,0
236678,Q6PGQ7,P63272,0
239693,Q969R8,P08758,0
239720,Q969R8,Q9UK76,0
239800,Q969R8,P25189,0
239914,Q969R8,Q96FE5,0
239923,Q969R8,Q15041,0
239946,Q969R8,Q86YL7,0
239968,Q969R8,Q15269,0
239993,Q969R8,Q8NBJ7,0
240043,Q969R8,Q9Y230,0
240056,Q969R8,Q6ZRQ5,0
240157,Q969R8,P20264,0
240185,Q969R8,Q9BTV4,0
240271,Q969R8,Q92575,0
240279,Q969R8,Q69YN2,0
240321,Q969R8,Q8N9T8,0
240334,Q969R8,P49448,0
240350,Q969R8,Q9UK32,0
240358,Q969R8,O14777,0
240363,Q969R8,P06396,0
240390,Q969R8,P07108,0
240395,Q969R8,P63272,0
240421,Q969R8,Q9H4T2,0
240450,Q969R8,P27824,0
240923,P18847,O95219,0
241996,Q86XM6,P58215,0
242361,Q86XM6,O95219,0
242410,Q86XM6,P08758,0
242791,Q86XM6,Q96FE5,0
242800,Q86XM6,Q15041,0
242870,Q86XM6,Q8NBJ7,0
242920,Q86XM6,Q9Y230,0
242933,Q86XM6,Q6ZRQ5,0
243062,Q86XM6,Q9BTV4,0
243272,Q86XM6,P63272,0
243302,Q86XM6,P16152,0
243497,P27449,P08758,0
243685,P27449,Q75KN0,0
243718,P27449,Q96FE5,0
243727,P27449,Q15041,0
243798,P27449,Q8NBJ7,0
243848,P27449,Q9Y230,0
243861,P27449,Q6ZRQ5,0
243990,P27449,Q9BTV4,0
244200,P27449,P63272,0
245127,P14902,P63272,0
248133,Q8WYH8,P08758,0
248160,Q8WYH8,Q9UK76,0
248249,Q8WYH8,P00742,0
248321,Q8WYH8,Q75KN0,0
248354,Q8WYH8,Q96FE5,0
248363,Q8WYH8,Q15041,0
248410,Q8WYH8,Q9NQX7,0
248432,Q8WYH8,O75534,0
248433,Q8WYH8,Q8NBJ7,0
248483,Q8WYH8,Q9Y230,0
248496,Q8WYH8,Q6ZRQ5,0
248625,Q8WYH8,Q9BTV4,0
248835,Q8WYH8,P63272,0
248886,Q8WYH8,Q93077,0
249061,O94772,P08758,0
249249,O94772,Q75KN0,0
249282,O94772,Q96FE5,0
249291,O94772,Q15041,0
249361,O94772,Q8NBJ7,0
249411,O94772,Q9Y230,0
249424,O94772,Q6ZRQ5,0
249552,O94772,Q9BTV4,0
249757,O94772,P07108,0
249762,O94772,P63272,0
249792,O94772,P16152,0
249817,O94772,P27824,0
249828,O94772,Q3B820,0
250281,Q9BPW8,O95219,0
251193,Q9BPW8,P63272,0
251707,P27448,O95219,0
252617,P27448,P63272,0
252948,P46977,P25189,0
253029,P46977,Q75KN0,0
253468,P46977,Q8N9T8,0
253541,P46977,P63272,0
254963,Q96GD3,P63272,0
255372,Q9Y234,Q75KN0,0
255887,Q9Y234,P63272,0
256399,P42773,O95219,0
257533,P17980,P08758,0
257544,P17980,Q9HDC9,0
257559,P17980,Q9UK76,0
257573,P17980,Q13216,0
257639,P17980,P25189,0
257671,P17980,P78314,0
257720,P17980,Q75KN0,0
257753,P17980,Q96FE5,0
257762,P17980,Q15041,0
257800,P17980,Q15907,0
257833,P17980,Q8NBJ7,0
257883,P17980,Q9Y230,0
257896,P17980,Q6ZRQ5,0
257997,P17980,P20264,0
258025,P17980,Q9BTV4,0
258161,P17980,Q8N9T8,0
258235,P17980,P63272,0
258240,P17980,Q9BPX5,0
258242,P17980,P32249,0
258251,P17980,P61077,0
258265,P17980,P16152,0
258285,P17980,P49441,0
258286,P17980,Q93077,0
258457,Q96CS7,P08758,0
258564,Q96CS7,P25189,0
258645,Q96CS7,Q75KN0,0
258678,Q96CS7,Q96FE5,0
258687,Q96CS7,Q15041,0
258757,Q96CS7,Q8NBJ7,0
258807,Q96CS7,Q9Y230,0
258820,Q96CS7,Q6ZRQ5,0
258921,Q96CS7,P20264,0
258949,Q96CS7,Q9BTV4,0
259085,Q96CS7,Q8N9T8,0
259159,Q96CS7,P63272,0
259175,Q96CS7,P61077,0
259185,Q96CS7,Q9H4T2,0
259567,Q14919,Q75KN0,0
260082,Q14919,P63272,0
261513,Q96DI7,O95219,0
262426,Q96DI7,P63272,0
264768,P19793,P63272,0
266194,Q14790,O95219,0
267106,Q14790,P63272,0
267320,P35268,Q17R89,0
267541,P35268,Q9BPY3,0
267610,P35268,O95219,0
267660,P35268,P08758,0
267869,P35268,P16403,0
268007,P35268,Q75KN0,0
268040,P35268,Q96FE5,0
268049,P35268,Q15041,0
268119,P35268,Q8NBJ7,0
268169,P35268,Q9Y230,0
268182,P35268,Q6ZRQ5,0
268311,P35268,Q9BTV4,0
268516,P35268,P07108,0
268521,P35268,P63272,0
268576,P35268,P27824,0
270436,Q9H840,O95219,0
271848,Q86XS8,O95219,0
272759,Q86XS8,P63272,0
272974,Q3ZCQ8,P08758,0
273194,Q3ZCQ8,Q96FE5,0
273203,Q3ZCQ8,Q15041,0
273273,Q3ZCQ8,Q8NBJ7,0
273323,Q3ZCQ8,Q9Y230,0
273336,Q3ZCQ8,Q6ZRQ5,0
273465,Q3ZCQ8,Q9BTV4,0
273675,Q3ZCQ8,P63272,0
277400,P47224,O95219,0
278312,P47224,P63272,0
279433,P46779,P08758,0
279549,P46779,P00742,0
279654,P46779,Q96FE5,0
279663,P46779,Q15041,0
279733,P46779,Q8NBJ7,0
279783,P46779,Q9Y230,0
279796,P46779,Q6ZRQ5,0
279925,P46779,Q9BTV4,0
280130,P46779,P07108,0
280135,P46779,P63272,0
281752,Q9H0R3,P08758,0
281972,Q9H0R3,Q96FE5,0
281981,Q9H0R3,Q15041,0
282052,Q9H0R3,Q8NBJ7,0
282102,Q9H0R3,Q9Y230,0
282115,Q9H0R3,Q6ZRQ5,0
282244,Q9H0R3,Q9BTV4,0
282454,Q9H0R3,P63272,0
283363,Q13325,P07108,0
283368,Q13325,P63272,0
283580,P08240,P08758,0
283607,P08240,Q9UK76,0
283696,P08240,P00742,0
283768,P08240,Q75KN0,0
283801,P08240,Q96FE5,0
283810,P08240,Q15041,0
283880,P08240,Q8NBJ7,0
283930,P08240,Q9Y230,0
283943,P08240,Q6ZRQ5,0
284072,P08240,Q9BTV4,0
284277,P08240,P07108,0
284282,P08240,P63272,0
284348,P08240,Q3B820,0
285195,Q15527,P63272,0
288904,P56181,P63272,0
289810,Q9NRX1,P63272,0
291399,P54105,P08758,0
291587,P54105,Q75KN0,0
291620,P54105,Q96FE5,0
291629,P54105,Q15041,0
291700,P54105,Q8NBJ7,0
291750,P54105,Q9Y230,0
291763,P54105,Q6ZRQ5,0
291892,P54105,Q9BTV4,0
292057,P54105,Q9UK32,0
292102,P54105,P63272,0
293917,Q9P1W9,P63272,0
294824,O75822,P63272,0
295033,O95832,P08758,0
295060,O95832,Q9UK76,0
295254,O95832,Q96FE5,0
295263,O95832,Q15041,0
295334,O95832,Q8NBJ7,0
295383,O95832,Q9Y230,0
295396,O95832,Q6ZRQ5,0
295497,O95832,P20264,0
295525,O95832,Q9BTV4,0
295735,O95832,P63272,0
295765,O95832,P16152,0
296850,P06865,P08758,0
296877,P06865,Q9UK76,0
296957,P06865,P25189,0
296966,P06865,P00742,0
297037,P06865,Q75KN0,0
297070,P06865,Q96FE5,0
297079,P06865,Q15041,0
297150,P06865,Q8NBJ7,0
297200,P06865,Q9Y230,0
297213,P06865,Q6ZRQ5,0
297342,P06865,Q9BTV4,0
297478,P06865,Q8N9T8,0
297552,P06865,P63272,0
298463,Q9Y277,P63272,0
298672,Q9UIF7,P08758,0
298699,Q9UIF7,Q9UK76,0
298892,Q9UIF7,Q96FE5,0
298901,Q9UIF7,Q15041,0
298972,Q9UIF7,Q8NBJ7,0
299022,Q9UIF7,Q9Y230,0
299035,Q9UIF7,Q6ZRQ5,0
299164,Q9UIF7,Q9BTV4,0
299374,Q9UIF7,P63272,0
299404,Q9UIF7,P16152,0
299440,Q9UIF7,Q3B820,0
302107,O95568,P63272,0
302578,P61769,O95219,0
304871,P48443,P63272,0
305780,P09326,P63272,0
307597,P39687,P63272,0
308506,Q14232,P63272,0
310989,Q96ER3,P08758,0
311177,Q96ER3,Q75KN0,0
311210,Q96ER3,Q96FE5,0
311219,Q96ER3,Q15041,0
311290,Q96ER3,Q8NBJ7,0
311340,Q96ER3,Q9Y230,0
311353,Q96ER3,Q6ZRQ5,0
311482,Q96ER3,Q9BTV4,0
311692,Q96ER3,P63272,0
314425,P61247,P63272,0
316237,Q9H0B6,P63272,0
320312,P38570,P63272,0
321215,Q96DB2,P63272,0
321667,Q15645,O95219,0
322579,Q15645,P63272,0
323480,Q9Y6K8,P63272,0
323568,P49770,P63208,0
323660,P49770,P00918,0
323678,P49770,P08758,0
323690,P49770,Q9HDC9,0
323794,P49770,P00742,0
323899,P49770,Q96FE5,0
323908,P49770,Q15041,0
323956,P49770,Q9NQX7,0
323978,P49770,O75534,0
323979,P49770,Q8NBJ7,0
324021,P49770,Q96N11,0
324029,P49770,Q9Y230,0
324042,P49770,Q6ZRQ5,0
324069,P49770,Q96JF6,0
324077,P49770,Q16143,0
324154,P49770,Q9NXK8,0
324171,P49770,Q9BTV4,0
324237,P49770,O60701,0
324242,P49770,Q7LDG7,0
324293,P49770,P51884,0
324312,P49770,Q9HBT7,0
324325,P49770,P13798,0
324352,P49770,Q9H1E3,0
324368,P49770,P53041,0
324376,P49770,P07108,0
324381,P49770,P63272,0
324386,P49770,Q9BPX5,0
324388,P49770,P32249,0
324392,P49770,O95741,0
324397,P49770,P61077,0
324405,P49770,P29350,0
324406,P49770,Q7Z4K8,0
324407,P49770,Q9H4T2,0
324410,P49770,Q9Y508,0
324411,P49770,P16152,0
324432,P49770,Q93077,0
324436,P49770,P27824,0
324447,P49770,Q3B820,0
324448,P49770,P58340,0
324831,P07602,O95219,0
327103,Q9BTE0,P63272,0
328904,P31689,P63272,0
330906,Q14209,P08758,0
331126,Q14209,Q96FE5,0
331135,Q14209,Q15041,0
331206,Q14209,Q8NBJ7,0
331256,Q14209,Q9Y230,0
331269,Q14209,Q6ZRQ5,0
331398,Q14209,Q9BTV4,0
331608,Q14209,P63272,0
332510,P49419,P63272,0
332951,Q9H773,O95219,0
333211,Q9H773,P16403,0
333864,Q9H773,P63272,0
335655,Q92734,O95219,0
336568,Q92734,P63272,0
336765,Q9H0H5,P08758,0
336985,Q9H0H5,Q96FE5,0
336994,Q9H0H5,Q15041,0
337065,Q9H0H5,Q8NBJ7,0
337115,Q9H0H5,Q9Y230,0
337128,Q9H0H5,Q6ZRQ5,0
337257,Q9H0H5,Q9BTV4,0
337467,Q9H0H5,P63272,0
338366,Q9UNP9,P63272,0
338452,P58215,P63208,0
338460,P58215,Q96BT3,0
338489,P58215,O95897,0
338507,P58215,P23246,0
338522,P58215,P49368,0
338531,P58215,O94967,0
338545,P58215,P00918,0
338563,P58215,P08758,0
338568,P58215,O75558,0
338574,P58215,P22736,0
338589,P58215,Q9UK76,0
338614,P58215,Q8N8Q3,0
338635,P58215,Q8NFZ0,0
338641,P58215,Q9UBI1,0
338669,P58215,P25189,0
338678,P58215,P00742,0
338701,P58215,P78314,0
338728,P58215,P51513,0
338736,P58215,Q9UNE7,0
338737,P58215,Q15904,0
338750,P58215,Q75KN0,0
338760,P58215,Q9UG56,0
338766,P58215,P62306,0
338776,P58215,P24666,0
338783,P58215,Q96FE5,0
338792,P58215,Q15041,0
338796,P58215,Q9NP72,0
338815,P58215,Q86YL7,0
338830,P58215,Q15907,0
338838,P58215,Q15269,0
338840,P58215,Q9NQX7,0
338854,P58215,Q12800,0
338862,P58215,O75534,0
338863,P58215,Q8NBJ7,0
338905,P58215,Q96N11,0
338913,P58215,Q9Y230,0
338924,P58215,P12931,0
338926,P58215,Q6ZRQ5,0
338930,P58215,P46778,0
338941,P58215,Q6IAM7,0
338943,P58215,Q9UBW8,0
338946,P58215,Q8IVM0,0
338956,P58215,P00505,0
338959,P58215,Q9H8Y5,0
338961,P58215,Q16143,0
338978,P58215,Q9BSF8,0
339017,P58215,P27635,0
339027,P58215,P20264,0
339028,P58215,Q6IAL2,0
339038,P58215,Q9NXK8,0
339040,P58215,P50454,0
339045,P58215,Q12929,0
339055,P58215,Q9BTV4,0
339086,P58215,Q15397,0
339089,P58215,Q9GZW8,0
339111,P58215,Q53HC5,0
339116,P58215,Q9UD71,0
339120,P58215,Q9BYD2,0
339121,P58215,O60701,0
339126,P58215,Q7LDG7,0
339130,P58215,P50570,0
339141,P58215,Q92575,0
339149,P58215,Q69YN2,0
339164,P58215,P04181,0
339174,P58215,Q96L34,0
339177,P58215,P51884,0
339187,P58215,Q9NPH0,0
339191,P58215,Q8N9T8,0
339201,P58215,P22314,0
339204,P58215,P49448,0
339215,P58215,P60900,0
339220,P58215,Q9UK32,0
339228,P58215,O14777,0
339233,P58215,P06396,0
339236,P58215,Q9H1E3,0
339245,P58215,Q13541,0
339252,P58215,P53041,0
339260,P58215,P07108,0
339265,P58215,P63272,0
339267,P58215,P17097,0
339270,P58215,Q9BPX5,0
339272,P58215,P32249,0
339276,P58215,O95741,0
339281,P58215,P61077,0
339290,P58215,Q7Z4K8,0
339291,P58215,Q9H4T2,0
339292,P58215,Q9GZU1,0
339294,P58215,Q9Y508,0
339295,P58215,P16152,0
339300,P58215,Q15843,0
339309,P58215,P47929,0
339311,P58215,Q9NWZ3,0
339315,P58215,P49441,0
339316,P58215,Q93077,0
339320,P58215,P27824,0
339327,P58215,Q969U7,0
339331,P58215,Q3B820,0
339332,P58215,P58340,0
340159,Q96G25,P63272,0
341956,O95782,P63272,0
343093,Q8TBC3,Q13216,0
343240,Q8TBC3,Q75KN0,0
343754,Q8TBC3,P63272,0
343770,Q8TBC3,P61077,0
343784,Q8TBC3,P16152,0
345992,P27707,P63272,0
347786,Q13838,P63272,0
348170,P05023,Q75KN0,0
348684,P05023,P63272,0
353781,Q6IA17,P08758,0
354001,Q6IA17,Q96FE5,0
354010,Q6IA17,Q15041,0
354081,Q6IA17,Q8NBJ7,0
354131,Q6IA17,Q9Y230,0
354144,Q6IA17,Q6ZRQ5,0
354273,Q6IA17,Q9BTV4,0
354483,Q6IA17,P63272,0
354903,P63167,O95219,0
357560,Q8N357,O95219,0
358841,P51665,Q75KN0,0
360435,Q9UHR5,P08758,0
360655,Q9UHR5,Q96FE5,0
360664,Q9UHR5,Q15041,0
360735,Q9UHR5,Q8NBJ7,0
360785,Q9UHR5,Q9Y230,0
360798,Q9UHR5,Q6ZRQ5,0
360927,Q9UHR5,Q9BTV4,0
361137,Q9UHR5,P63272,0
367008,P09960,Q17R89,0
367296,P09960,O95219,0
368209,P09960,P63272,0
369282,Q7Z6L0,P08758,0
369309,Q7Z6L0,Q9UK76,0
369389,Q7Z6L0,P25189,0
369398,Q7Z6L0,P00742,0
369470,Q7Z6L0,Q75KN0,0
369503,Q7Z6L0,Q96FE5,0
369512,Q7Z6L0,Q15041,0
369583,Q7Z6L0,Q8NBJ7,0
369633,Q7Z6L0,Q9Y230,0
369646,Q7Z6L0,Q6ZRQ5,0
369775,Q7Z6L0,Q9BTV4,0
369911,Q7Z6L0,Q8N9T8,0
369985,Q7Z6L0,P63272,0
370015,Q7Z6L0,P16152,0
370051,Q7Z6L0,Q3B820,0
370871,Q16478,P63272,0
371244,Q9UBT2,Q75KN0,0
371758,Q9UBT2,P63272,0
373049,P63261,O95219,0
375728,P11597,P07108,0
375733,P11597,P63272,0
375918,Q86YP4,P08758,0
375945,Q86YP4,Q9UK76,0
376034,Q86YP4,P00742,0
376105,Q86YP4,Q75KN0,0
376138,Q86YP4,Q96FE5,0
376147,Q86YP4,Q15041,0
376218,Q86YP4,Q8NBJ7,0
376268,Q86YP4,Q9Y230,0
376281,Q86YP4,Q6ZRQ5,0
376410,Q86YP4,Q9BTV4,0
376615,Q86YP4,P07108,0
376620,Q86YP4,P63272,0
376686,Q86YP4,Q3B820,0
378112,Q86UP0,P08758,0
378300,Q86UP0,Q75KN0,0
378333,Q86UP0,Q96FE5,0
378342,Q86UP0,Q15041,0
378412,Q86UP0,Q8NBJ7,0
378462,Q86UP0,Q9Y230,0
378475,Q86UP0,Q6ZRQ5,0
378604,Q86UP0,Q9BTV4,0
378809,Q86UP0,P07108,0
378814,Q86UP0,P63272,0
378844,Q86UP0,P16152,0
378869,Q86UP0,P27824,0
378880,Q86UP0,Q3B820,0
378998,P13497,P08758,0
379219,P13497,Q96FE5,0
379228,P13497,Q15041,0
379299,P13497,Q8NBJ7,0
379348,P13497,Q9Y230,0
379361,P13497,Q6ZRQ5,0
379490,P13497,Q9BTV4,0
379700,P13497,P63272,0
380583,Q9HCC8,P63272,0
385398,P19256,O95219,0
386305,P19256,P07108,0
386310,P19256,P63272,0
386410,P63208,Q17R89,0
386700,P63208,O95219,0
386750,P63208,P08758,0
386823,P63208,Q9UK76,0
386843,P63208,Q13151,0
387016,P63208,P25189,0
387097,P63208,Q75KN0,0
387129,P63208,Q96FE5,0
387138,P63208,Q15041,0
387209,P63208,Q8NBJ7,0
387259,P63208,Q9Y230,0
387272,P63208,Q6ZRQ5,0
387401,P63208,Q9BTV4,0
387537,P63208,Q8N9T8,0
387547,P63208,P22314,0
387606,P63208,P07108,0
387611,P63208,P63272,0
387666,P63208,P27824,0
387677,P63208,Q3B820,0
388881,Q13426,O95219,0
389793,Q13426,P63272,0
390856,Q9BV40,P08758,0
391077,Q9BV40,Q96FE5,0
391086,Q9BV40,Q15041,0
391156,Q9BV40,Q8NBJ7,0
391206,Q9BV40,Q9Y230,0
391219,Q9BV40,Q6ZRQ5,0
391348,Q9BV40,Q9BTV4,0
391494,Q9BV40,P22314,0
391553,Q9BV40,P07108,0
391558,Q9BV40,P63272,0
391588,Q9BV40,P16152,0
391609,Q9BV40,Q93077,0
391613,Q9BV40,P27824,0
391624,Q9BV40,Q3B820,0
393222,Q9GZS3,Q75KN0,0
393736,Q9GZS3,P63272,0
394118,P02794,O95219,0
395121,Q6I9Y2,Q17R89,0
395411,Q6I9Y2,O95219,0
396323,Q6I9Y2,P63272,0
397569,Q9UI12,Q75KN0,0
398083,Q9UI12,P63272,0
399746,Q13227,O95219,0
400744,Q76MU0,Q17R89,0
401034,Q76MU0,O95219,0
401946,Q76MU0,P63272,0
402121,O76003,P08758,0
402341,O76003,Q96FE5,0
402350,O76003,Q15041,0
402420,O76003,Q8NBJ7,0
402470,O76003,Q9Y230,0
402483,O76003,Q6ZRQ5,0
402612,O76003,Q9BTV4,0
402822,O76003,P63272,0
402852,O76003,P16152,0
403699,O43556,P63272,0
404072,Q96BT3,O95219,0
404122,Q96BT3,P08758,0
404469,Q96BT3,Q75KN0,0
404502,Q96BT3,Q96FE5,0
404511,Q96BT3,Q15041,0
404582,Q96BT3,Q8NBJ7,0
404632,Q96BT3,Q9Y230,0
404645,Q96BT3,Q6ZRQ5,0
404773,Q96BT3,Q9BTV4,0
404983,Q96BT3,P63272,0
408017,Q92597,P63272,0
409767,Q96KS0,P63272,0
410135,Q13561,O95219,0
411047,Q13561,P63272,0
411219,Q9UIA9,P08758,0
411246,Q9UIA9,Q9UK76,0
411407,Q9UIA9,Q75KN0,0
411439,Q9UIA9,Q96FE5,0
411448,Q9UIA9,Q15041,0
411519,Q9UIA9,Q8NBJ7,0
411569,Q9UIA9,Q9Y230,0
411582,Q9UIA9,Q6ZRQ5,0
411710,Q9UIA9,Q9BTV4,0
411920,Q9UIA9,P63272,0
412793,Q96I30,P63272,0
413840,Q8N431,P08758,0
413867,Q8N431,Q9UK76,0
413947,Q8N431,P25189,0
414061,Q8N431,Q96FE5,0
414070,Q8N431,Q15041,0
414093,Q8N431,Q86YL7,0
414115,Q8N431,Q15269,0
414140,Q8N431,Q8NBJ7,0
414190,Q8N431,Q9Y230,0
414203,Q8N431,Q6ZRQ5,0
414304,Q8N431,P20264,0
414332,Q8N431,Q9BTV4,0
414418,Q8N431,Q92575,0
414426,Q8N431,Q69YN2,0
414468,Q8N431,Q8N9T8,0
414481,Q8N431,P49448,0
414497,Q8N431,Q9UK32,0
414505,Q8N431,O14777,0
414510,Q8N431,P06396,0
414537,Q8N431,P07108,0
414542,Q8N431,P63272,0
414568,Q8N431,Q9H4T2,0
414597,Q8N431,P27824,0
414905,P56556,O95219,0
415895,Q17R89,Q99961,0
415904,Q17R89,P60033,0
415915,Q17R89,P34932,0
415925,Q17R89,P51690,0
415934,Q17R89,P61289,0
415935,Q17R89,Q96A33,0
415941,Q17R89,Q8N5W9,0
415945,Q17R89,P60520,0
415948,Q17R89,O15530,0
415950,Q17R89,Q9Y2Z9,0
415960,Q17R89,Q86YJ6,0
415970,Q17R89,P00918,0
415988,Q17R89,P08758,0
415991,Q17R89,Q02978,0
415993,Q17R89,O75558,0
415995,Q17R89,Q96RR1,0
415999,Q17R89,P22736,0
416000,Q17R89,Q9HDC9,0
416013,Q17R89,Q9BTW9,0
416014,Q17R89,P55060,0
416017,Q17R89,P55209,0
416026,Q17R89,Q9ULJ1,0
416028,Q17R89,Q13216,0
416030,Q17R89,Q96GD4,0
416041,Q17R89,Q09028,0
416044,Q17R89,P62424,0
416052,Q17R89,P19404,0
416060,Q17R89,Q8NFZ0,0
416064,Q17R89,Q6UWE0,0
416085,Q17R89,P52565,0
416090,Q17R89,Q96JB5,0
416094,Q17R89,P25189,0
416099,Q17R89,O75607,0
416101,Q17R89,P22061,0
416103,Q17R89,P00742,0
416112,Q17R89,Q9UPT9,0
416126,Q17R89,P78314,0
416129,Q17R89,Q93033,0
416131,Q17R89,Q8NC44,0
416142,Q17R89,O96013,0
416147,Q17R89,P14555,0
416149,Q17R89,Q9BTT6,0
416153,Q17R89,P51513,0
416155,Q17R89,Q6NUQ1,0
416156,Q17R89,Q99719,0
416162,Q17R89,Q15904,0
416166,Q17R89,O14543,0
416175,Q17R89,Q75KN0,0
416178,Q17R89,P47736,0
416184,Q17R89,P01033,0
416185,Q17R89,Q9UG56,0
416189,Q17R89,Q9UMR2,0
416191,Q17R89,P62306,0
416201,Q17R89,P24666,0
416208,Q17R89,Q96FE5,0
416217,Q17R89,Q15041,0
416221,Q17R89,Q9NP72,0
416223,Q17R89,Q86YD1,0
416240,Q17R89,Q86YL7,0
416258,Q17R89,Q8IZ52,0
416260,Q17R89,O95466,0
416261,Q17R89,P23434,0
416263,Q17R89,Q15269,0
416265,Q17R89,Q9NQX7,0
416279,Q17R89,Q12800,0
416282,Q17R89,Q9UII2,0
416284,Q17R89,Q6YP21,0
416287,Q17R89,O75534,0
416288,Q17R89,Q8NBJ7,0
416292,Q17R89,O60885,0
416298,Q17R89,P11766,0
416315,Q17R89,Q9BYN8,0
416326,Q17R89,P08133,0
416330,Q17R89,Q96N11,0
416338,Q17R89,Q9Y230,0
416342,Q17R89,P42025,0
416349,Q17R89,P12931,0
416351,Q17R89,Q6ZRQ5,0
416353,Q17R89,P62826,0
416354,Q17R89,Q9Y265,0
416355,Q17R89,P46778,0
416357,Q17R89,O75899,0
416358,Q17R89,O00560,0
416363,Q17R89,Q9BY11,0
416366,Q17R89,Q6IAM7,0
416367,Q17R89,Q6FII1,0
416368,Q17R89,Q9UBW8,0
416372,Q17R89,Q86X76,0
416378,Q17R89,Q96JF6,0
416380,Q17R89,O15527,0
416381,Q17R89,P00505,0
416384,Q17R89,Q9H8Y5,0
416385,Q17R89,P55212,0
416386,Q17R89,Q16143,0
416388,Q17R89,Q9NY93,0
416389,Q17R89,P11172,0
416413,Q17R89,Q13951,0
416419,Q17R89,P45984,0
416430,Q17R89,Q9C086,0
416445,Q17R89,Q9UK41,0
416447,Q17R89,P31943,0
