,interactor_A,interactor_B,label
2961,Q8WV28,P04626,1
2962,P04626,P51451,1
2963,P04626,O95704,1
2964,P04626,O00213,1
2965,P04626,Q9UKW4,1
2966,P52735,P04626,1
2967,Q9NP31,P00533,1
2968,P00533,O60880,1
2969,Q9NRF2,P00533,1
2970,Q13882,P00533,1
2971,P04626,P78314,1
2972,Q06124,P04626,1
2973,O43639,P04626,1
2974,P62993,P04626,1
2975,O75791,P04626,1
2976,P04626,P51813,1
2977,P00519,P04626,1
2978,P00533,P51451,1
2979,P04626,P40763,1
2980,Q92529,P04626,1
2981,P42679,P04626,1
2982,P04626,Q9UQQ2,1
2983,P16591,P04626,1
2984,P04626,P15882,1
2985,P00533,P00519,1
2986,Q13239,P00533,1
2987,Q8WYP3,P00533,1
2988,Q9Y6R0,P00533,1
2989,P00533,P07332,1
2990,P00533,Q9NSE2,1
2991,P43403,P00533,1
2992,P00533,P51813,1
2993,P04626,P42680,1
2994,Q9BRG2,P04626,1
2995,P04626,O14492,1
2996,P06748,P04637,1
2997,P67775,P31749,1
2998,P30153,P31749,1
2999,Q05209,P56945,1
3000,P29350,P43628,1
3001,Q00987,P29590,1
3003,P06400,P33993,1
3004,O60238,P10415,1
3005,Q9UKT4,O60447,1
3056,P46527,P33993,1
3057,P38936,P33993,1
3058,P33993,P49918,1
3059,P04637,P04731,1
3060,P83876,O95400,1
3061,O94906,O95400,1
3065,Q9UJW3,Q13547,1
3066,P25445,Q13158,1
3072,P0CG47,Q9UJ41,1
3074,O60565,Q04917,1
3078,P41231,O14745,1
3082,P41145,Q9H0R8,1
3083,Q13761,Q04724,1
3084,Q9UJU2,Q04724,1
3090,P49768,Q02410,1
3099,P29084,P29083,1
3100,Q99828,O00401,1
3591,P62277,Q53EL6,1
3592,P78352,P22459,1
3593,P78352,Q8N2Q7,1
3594,P78352,O15399,1
3596,O76080,P0CG48,1
3597,O15151,P61981,1
3605,Q01196,Q15723,1
3606,P50553,P15884,1
3607,Q99719,Q9NVA2,1
3609,Q99496,P35226,1
3610,P01116,P50749,1
3615,P0CG48,Q9UNA4,1
3616,Q6FI35,Q9Y253,1
3617,Q9UNA4,Q6FI35,1
3618,Q6FI35,P0CG48,1
3621,P46459,O75899,1
3622,P46459,P42262,1
3623,Q9UBS5,P46459,1
3624,Q9Y468,P68431,1
3625,Q13416,Q15554,1
3626,P60484,O14745,1
3627,Q15599,P60484,1
3628,Q15599,P09619,1
3629,P09619,O14745,1
3630,P09619,P60484,1
3634,Q05516,P68104,1
3635,P61006,P47224,1
3636,Q14512,P09038,1
3638,Q96GD4,O15392,1
3640,P56589,Q9Y5Y5,1
3641,P56589,Q7Z412,1
3642,P06241,Q9NYA1,1
3643,Q9NRA0,P06241,1
3644,Q9NRA0,P07948,1
3646,Q9GZQ8,O95352,1
3647,O95166,O95352,1
3648,P60520,O95352,1
3649,O95166,Q9NT62,1
3651,P08588,Q9HD26,1
3652,Q01638,O95760,1
3657,P55957,P10415,1
3658,P10415,Q13323,1
3659,Q13323,Q07817,1
3660,Q07817,O00198,1
3661,Q9BXH1,Q07817,1
3662,Q07817,P55957,1
3663,Q07820,P55957,1
3664,Q13323,Q07820,1
3665,Q9BXH1,Q07820,1
3666,P55957,Q16548,1
3667,Q16548,Q9BXH1,1
3668,Q01968,P62820,1
3669,P61106,Q01968,1
3670,Q01968,P20340,1
3674,P62805,O60264,1
3675,P27986,P30874,1
3676,P13984,Q00403,1
3677,Q00403,P35269,1
3678,P33991,Q08945,1
3679,Q13951,Q01196,1
3680,P20783,P23560,1
3682,P01241,P10912,1
3683,P01584,P14778,1
3684,P18510,P14778,1
3686,P01112,P20936,1
3689,P55273,Q00534,1
3691,P19235,P01588,1
3692,P36897,P62942,1
3695,P35244,P15927,1
3697,P52565,P61586,1
3699,Q05086,P68036,1
3701,P29460,P29459,1
3706,P35269,P13984,1
3707,P42081,P16410,1
3708,P26718,Q29983,1
3711,P61088,Q15819,1
3712,P63000,P52565,1
3714,P26368,Q01081,1
3716,Q13426,P49917,1
3721,P61586,Q07960,1
3723,Q13114,Q92844,1
3724,P16035,P08253,1
3725,Q9Y4K3,P25942,1
3727,P25208,Q13952,1
3728,Q9NSA3,P35222,1
3729,Q13485,P12755,1
3731,P01850,P01848,1
3732,P49841,P31751,1
3733,P18075,Q13253,1
3737,O15520,P21802,1
3740,P11177,P08559,1
3745,P05121,P04004,1
3746,P61769,P06126,1
3747,Q15080,P19878,1
3760,Q99816,P0CG47,1
3771,Q9HC62,P63165,1
3772,P84022,Q13485,1
3774,P08514,P05106,1
3776,P15374,P0CG47,1
3778,Q15843,Q96LD8,1
3779,Q9NPB6,P41743,1
3780,P61081,Q8TBC4,1
3781,O43278,Q04756,1
3783,P20701,P32942,1
3787,Q01831,O15527,1
3788,P30304,P63104,1
3789,P63104,P30291,1
3790,P63104,Q7KZI7,1
3791,P27448,P63104,1
3807,Q06187,Q8WV28,1
3808,P23297,P25815,1
3814,O75817,Q16637,1
3818,P84103,Q9UBU9,1
3819,Q16629,Q9UBU9,1
3820,P54278,P40692,1
3821,P36507,P10398,1
3822,P20265,Q00403,1
3823,P20226,P20265,1
3824,P56693,P23760,1
3825,P23760,P20265,1
3826,P51159,Q9BV36,1
3827,P05813,P02511,1
3828,P04049,P30086,1
3829,P45985,P45983,1
3830,O75865,Q9Y296,1
3831,Q96G23,P07306,1
3832,Q96G23,P07307,1
3833,O15245,Q96G23,1
3834,Q96G23,P27449,1
3841,P0CG48,Q8N488,1
3842,P0CG48,Q8TAT6,1
3843,Q14254,O75955,1
3844,O75955,P05089,1
3846,Q9Y5K5,P55036,1
3847,Q01850,Q15014,1
3848,P04049,P63104,1
3849,P63104,P57059,1
3850,P50406,P06241,1
3851,P58062,P02795,1
3852,P53667,Q13177,1
3853,P04049,Q13177,1
3854,P12931,P07550,1
3864,Q01105,P63000,1
3875,P06400,P55345,1
3876,Q92466,Q01094,1
3877,P09874,Q01094,1
3878,P0CG48,Q9Y253,1
3879,O43157,Q9H3S1,1
3880,O15031,Q9H3S1,1
3881,O14936,P34741,1
3884,P05198,P19525,1
3885,Q00535,P38936,1
4440,P98170,P0CG48,1
4441,P98170,P51668,1
4442,P17480,Q01105,1
4443,Q08209,P63098,1
4444,P05107,P35241,1
4445,Q15438,P05107,1
4454,Q8IW19,P09874,1
4455,Q8IW19,P13010,1
4456,Q8IW19,P49917,1
4457,Q8IW19,Q13426,1
4489,P10912,P17706,1
4490,P18031,P10912,1
4491,P10912,Q9HD43,1
4492,P10912,P43378,1
4493,P10912,P26045,1
4494,Q16829,P10912,1
4495,O75164,Q16695,1
4497,P06400,O14757,1
4501,P10721,P21583,1
4502,Q00987,P62081,1
4503,Q14680,Q9BZR8,1
4504,Q99801,P11387,1
4505,P63279,P61956,1
4507,Q13162,P21731,1
4508,P08100,O95405,1
4509,Q13277,O95405,1
4515,P04637,Q96PM5,1
4518,Q9UL26,Q9UKG1,1
4521,P04637,Q9BY41,1
4525,P63279,Q9Y3V2,1
4526,Q9Y3V2,P63165,1
4527,Q9Y3V2,P25963,1
4528,P55060,P04637,1
4530,P49643,P27694,1
4531,Q15485,P02741,1
4534,Q01094,Q14201,1
4536,Q15013,Q13257,1
4541,Q9H0H5,Q16537,1
4542,P52655,P52657,1
4543,P52657,P20226,1
4544,P19883,P03950,1
4557,O43597,P62993,1
4558,Q13393,P23528,1
4559,O14939,P23528,1
4561,Q13043,P31749,1
4565,P13498,Q15080,1
4568,P15311,P07332,1
4571,P12004,P42771,1
4575,P31785,P05112,1
4576,P78552,P05112,1
4582,Q6V1X1,P02778,1
4583,Q6V1X1,O14625,1
4584,P27487,P02778,1
4585,O14625,P27487,1
4586,Q9BSJ2,P27487,1
4587,P27487,P19875,1
4588,Q07325,P27487,1
4589,P27487,P51671,1
4590,P12931,P16284,1
4591,P16284,Q02156,1
4600,Q12778,P06493,1
4601,P63244,P63167,1
4608,Q9Y265,O14746,1
4623,Q16539,P49137,1
4624,P36404,Q8WZ55,1
4625,O43924,P36405,1
4626,Q13432,P36405,1
4627,P36405,Q8WZ55,1
4628,P36404,Q9BTW9,1
4629,P36405,Q9BTW9,1
4630,P51693,Q06481,1
4634,O43684,P51808,1
4635,P15559,Q9UK53,1
4636,Q9Y6J9,Q16594,1
4637,Q14739,Q13185,1
4644,Q9H4B4,Q99986,1
4655,P15498,P61586,1
4656,P60953,P15498,1
4657,O94979,P55735,1
4658,Q15436,P53992,1
4659,Q15436,O94979,1
4660,Q15436,P55735,1
4661,P18031,P62993,1
4664,P56945,P18031,1
4669,Q7L576,P06730,1
4670,Q93034,P62877,1
4682,P18031,Q16288,1
4683,P18031,P29376,1
4684,P18031,P42229,1
4685,P51692,P18031,1
4688,P49005,Q15054,1
4694,O43405,P02452,1
4695,P02458,O43405,1
4696,Q9P232,P51693,1
4697,P51693,Q8IWV2,1
4698,P51693,O94779,1
4702,Q9BZV1,P55072,1
4703,Q86YS3,Q9H0H5,1
4704,P62491,O75154,1
4706,Q86Z14,Q9NSA1,1
4707,Q86Z14,P11362,1
4712,Q14242,Q7Z614,1
4713,Q9NZI2,Q9NZV8,1
4714,P22736,P10415,1
4715,Q9Y3F4,P15531,1
4728,Q16385,Q9Y2D8,1
4732,Q8TEB1,Q16531,1
4733,Q04206,Q8N6T7,1
4738,Q15382,P04049,1
4739,P11233,P01112,1
4744,Q9NS23,P01112,1
4745,Q8TAE8,O95257,1
4746,P24522,Q8TAE8,1
4749,Q15056,P60842,1
4750,Q969J5,Q9GZX6,1
4777,P35222,P19838,1
4778,P36402,P35222,1
4781,Q8NFH8,O00499,1
4782,Q8NFH8,P31947,1
4783,Q9H0R5,O95819,1
4787,Q03518,Q13769,1
4794,P12931,P61978,1
4798,P08631,Q07666,1
4799,O75340,Q9NRY6,1
4800,O43639,Q7L0Q8,1
4801,P04637,Q96GM8,1
4802,P17693,Q8NHL6,1
4807,P63000,Q14155,1
4810,Q9P0V3,P02786,1
4813,Q99469,P62258,1
4822,P16333,P07766,1
4823,O75832,P43686,1
4824,P43686,P62195,1
4825,Q9BRP4,P62195,1
4826,Q16401,P35998,1
4827,P62191,P35998,1
4828,Q13200,P62191,1
4829,P17980,O00233,1
4832,P00519,P15498,1
4833,Q13393,P61764,1
4839,Q969F8,P67775,1
4841,Q06609,Q9UI08,1
4842,P0CG48,P06239,1
4843,P0CG48,O43639,1
4848,Q99661,Q5JR59,1
4849,P26447,P15514,1
4850,Q99075,P26447,1
4851,P35070,P26447,1
4852,P01133,P26447,1
4853,P29034,P15514,1
4854,P33763,P15514,1
4855,P02647,P00738,1
4859,Q9Y4P1,Q9GZQ8,1
4860,P04040,P05067,1
4863,Q02156,P63104,1
4873,P49407,P53779,1
4874,P53779,P32121,1
4875,P45985,P49407,1
4876,P45985,P32121,1
4877,Q8WTS6,Q04206,1
4881,Q06830,P60484,1
4882,P55199,Q96H20,1
4883,P55199,P49736,1
4884,P42685,P06400,1
4885,P0CG48,Q9UGI0,1
4886,P0CG48,Q13490,1
4887,Q8NFZ5,P0CG48,1
4888,P0CG48,Q9Y6K9,1
4889,P0CG48,Q9NYJ8,1
4891,Q9H160,P12004,1
4892,Q8WVM8,Q9H9E3,1
4893,P84243,P45973,1
4894,Q9UJW3,P84243,1
4895,Q9Y6K1,P45973,1
4896,P15382,P51787,1
4900,P04637,Q9UHC7,1
4901,Q9UMX0,P0CG48,1
4902,O94855,Q15436,1
4904,O60566,Q12834,1
4905,P46937,Q15797,1
4906,P48059,O43639,1
4907,P35326,P07947,1
4908,P78352,P35326,1
4909,P46108,P35326,1
4910,P00519,P35326,1
4911,P08631,P35326,1
4912,Q14247,P35326,1
4913,P35326,Q08881,1
4914,P35326,P12931,1
4919,P08238,P63208,1
4920,P63208,Q13309,1
4921,P63208,Q9Y2Z0,1
4922,P48023,P16333,1
4923,P48023,Q06187,1
4924,Q8TE67,P48023,1
4925,Q9BRR9,P48023,1
4926,P48023,O43639,1
4927,O15117,P48023,1
4928,P48023,P42680,1
4929,Q9NSI8,P48023,1
4930,Q8TEC5,P48023,1
4931,P48023,Q15700,1
4932,P48023,O60504,1
4933,O75563,P48023,1
4934,P48023,P46108,1
4935,Q9NZQ3,P48023,1
4936,P48023,Q5TCZ1,1
4937,P48023,Q9UHR4,1
4938,Q99963,P48023,1
4939,P48023,P54284,1
4940,Q96JB8,P48023,1
4941,P48023,P27986,1
4942,O43295,P48023,1
4943,P48023,P06241,1
4944,P48023,Q16674,1
4945,O75044,P48023,1
4946,P48023,P14598,1
4947,P48023,Q08881,1
4948,O00305,P48023,1
4953,P0CG48,P54727,1
4955,Q9UHD9,P55036,1
4960,Q13616,P49427,1
4962,P48552,Q13642,1
4964,P00558,P04406,1
4972,P49639,P04156,1
4973,Q9BSJ6,P04156,1
4974,P04156,P07498,1
4975,P04156,Q9BRJ6,1
4976,P04156,Q15527,1
4977,Q8TAI1,P04156,1
4978,P04156,Q9BWG6,1
4979,Q9NW64,P04156,1
4980,P04156,Q9H4B4,1
4981,P04156,P29372,1
4982,P04156,Q6ZUS6,1
4983,Q9H0S4,P04156,1
4984,P04156,Q15776,1
4985,Q9H9D4,P04156,1
4986,P04156,Q96L34,1
4987,P04156,P62380,1
4988,P04156,Q9ULW3,1
4989,P04156,Q8NDX6,1
4990,P04156,P62945,1
4991,Q13642,P04156,1
4992,P04156,Q9P013,1
4993,Q96Q45,P04156,1
4994,P04156,P46695,1
4995,Q86Y79,P04156,1
4996,Q96A73,P04156,1
4997,Q9BT17,P04156,1
4998,P04156,Q53QZ3,1
4999,Q9UL18,P04156,1
5000,P04156,Q969X6,1
5001,P04156,Q9NPF8,1
5002,P04156,Q96A00,1
5003,P04156,P61964,1
5004,Q14011,P04156,1
5005,P04156,Q9HCC9,1
5006,Q9NX24,P04156,1
5007,P04156,Q9BRP8,1
5008,Q08E93,P04156,1
5009,P09543,P04156,1
5010,Q96NN9,P04156,1
5011,P04156,Q9ULX3,1
5012,Q96LT9,P04156,1
5013,O43781,P04156,1
5014,Q14141,Q8IYM1,1
5015,P07900,Q02790,1
5016,Q02790,P29034,1
5017,Q02790,P06703,1
5018,P31947,P04637,1
5020,P36952,Q9Y6M0,1
5021,P23193,Q8WVC0,1
5022,Q8N7H5,P23193,1
5023,Q8N5K1,P10415,1
5025,Q8WVM0,O00411,1
5026,Q00059,Q8WVM0,1
5027,Q00059,Q9H5Q4,1
5030,Q13501,P27361,1
5031,P78325,P19883,1
5032,O95633,P78325,1
5033,O75663,P62714,1
5034,P60510,O75663,1
5035,O00743,O75663,1
5367,Q96S21,Q15370,1
5368,Q96S21,Q93034,1
5369,Q96S21,Q9UBF6,1
5370,Q96S21,Q15369,1
5371,Q9HCE7,Q53GL0,1
5372,Q9HCE7,P61289,1
5374,P54136,Q9P2J5,1
5377,O95453,Q09161,1
5378,Q07812,Q14653,1
5379,P11142,Q9UNE7,1
5380,Q9UNE7,P08238,1
5381,B1AQ61,P55072,1
5383,P04271,Q00987,1
5384,P26447,Q00987,1
5385,Q00987,P06703,1
5386,P25713,P02766,1
5388,P06241,Q8IZP0,1
5389,P06239,Q8IZP0,1
5390,Q8IZP0,P42685,1
5391,Q8IZP0,P09769,1
5392,P07947,Q8IZP0,1
5393,P08631,Q8IZP0,1
5394,P16591,Q8IZP0,1
5395,O14512,Q8IZP0,1
5396,Q8IZP0,P07332,1
5397,P20936,Q8IZP0,1
5398,Q8IZP0,P12931,1
5399,Q8IZP0,P07948,1
5400,Q8IZP0,Q13322,1
5401,P62993,Q8IZP0,1
5402,Q08881,Q8IZP0,1
5403,Q8IZP0,Q9ULV8,1
5404,Q8IZP0,P46109,1
5405,O00459,Q8IZP0,1
5406,P46108,Q8IZP0,1
5407,O15357,Q8IZP0,1
5408,P84077,O60271,1
5409,O43660,P52272,1
5416,P68431,Q9UNP9,1
5421,P78317,P09874,1
5422,Q12796,Q9H1D9,1
5424,Q9BRR9,P28482,1
5425,Q9BRR9,Q16539,1
5426,Q13177,P63000,1
5427,P29274,Q99418,1
5428,Q8TAQ5,Q8N726,1
5429,Q8TAQ5,P04637,1
5430,P53990,Q9Y6W3,1
5432,P07858,P01040,1
5433,P19883,Q12841,1
5434,P08571,Q12841,1
5435,P01137,Q12841,1
5436,Q12841,P12643,1
5437,Q13705,Q12841,1
5438,Q12841,A4D1W7,1
5439,Q12841,P12644,1
5440,Q12841,P36894,1
5441,P37173,Q12841,1
5442,P29274,Q13107,1
5450,Q02763,Q15389,1
5451,Q9Y264,Q02763,1
5458,P04637,Q9BV47,1
5459,P04075,P12004,1
5460,P60174,P12004,1
5461,P12004,P18669,1
5462,P04406,P12004,1
5463,P06733,P12004,1
5464,O75326,O60486,1
5465,P42785,O60883,1
5466,P51784,Q9HC52,1
5467,P35227,P51784,1
5468,P51784,P35226,1
5469,Q06587,P51784,1
5470,Q99496,P51784,1
5471,O14757,P61981,1
5472,Q96NZ8,P12644,1
5473,P12644,Q8TEU8,1
5474,P01137,Q96NZ8,1
5475,Q96NZ8,P12643,1
5476,P12645,Q96NZ8,1
5477,P34820,Q96NZ8,1
5478,O95390,Q13705,1
5479,P12644,P36894,1
5480,P01137,Q8TEU8,1
5481,Q8TEU8,P12643,1
5482,P12645,Q8TEU8,1
5483,P34820,Q8TEU8,1
5484,P29034,P52292,1
5486,P38432,P13010,1
5487,P12956,P38432,1
5490,Q9Y3C5,Q96J02,1
5491,Q9Y3C5,Q9HAU4,1
5492,Q9NQX3,P63167,1
5495,O95166,Q9H0Y0,1
5496,Q8NAA4,O95166,1
5497,Q9BSB4,O95166,1
5498,Q9Y4P1,O95166,1
5499,Q9H1Y0,O95166,1
5500,O95166,Q8WXU2,1
5501,O95166,Q14677,1
5502,Q86V97,O95166,1
5503,O75323,O95166,1
5504,P40939,O95166,1
5505,O00410,O95166,1
5506,O15040,O95166,1
5507,O75143,O95166,1
5508,O95166,Q8WVZ9,1
5509,P46934,O95166,1
5510,Q8TD19,O95166,1
5511,Q92636,O95166,1
5512,O95166,P10644,1
5513,O95166,Q86WH2,1
5514,Q9NS23,O95166,1
5515,Q8WWW0,O95166,1
5516,O95166,O95210,1
5517,Q13188,O95166,1
5518,O95166,Q8TC07,1
5519,Q13043,O95166,1
5520,Q12800,O95166,1
5521,Q9GZZ9,O95166,1
5522,O75385,O95166,1
5523,Q9H0R8,Q9H0Y0,1
5524,Q9NT62,Q9H0R8,1
5525,Q9Y4P1,Q9H0R8,1
5526,O95352,Q9H0R8,1
5527,Q9H0R8,Q14677,1
5528,Q9BSB4,Q9H0R8,1
5529,Q9H0R8,Q8WXU2,1
5530,O75323,Q9H0R8,1
5531,Q9H0R8,O00410,1
5532,Q86V97,Q9H0R8,1
5533,Q8WVZ9,Q9H0R8,1
5534,O15040,Q9H0R8,1
5535,Q9H0R8,O75143,1
5536,Q9H0R8,P46934,1
5537,Q8TD19,Q9H0R8,1
5538,Q92636,Q9H0R8,1
5539,P10644,Q9H0R8,1
5540,Q8WWW0,Q9H0R8,1
5541,Q9H0R8,O95210,1
5542,Q13188,Q9H0R8,1
5543,Q13043,Q9H0R8,1
5544,Q9H0R8,Q8TC07,1
5545,Q9GZZ9,Q9H0R8,1
5546,O75385,Q9H0R8,1
5547,P60520,Q14677,1
5548,P60520,Q8WXU2,1
5549,O75323,P60520,1
5550,P60520,O00410,1
5551,Q86V97,P60520,1
5552,P60520,Q8WVZ9,1
5553,O15040,P60520,1
5554,P60520,P46934,1
5555,Q8TD19,P60520,1
5556,Q92636,P60520,1
5557,P60520,P10644,1
5558,P60520,Q8WWW0,1
5559,O95210,P60520,1
5560,P60520,Q13188,1
5561,Q13043,P60520,1
5562,P60520,Q8TC07,1
5563,Q9GZZ9,P60520,1
5564,P60520,Q9H0Y0,1
5565,Q9Y4P1,P60520,1
5566,P60520,Q9BSB4,1
5567,O75143,P60520,1
5568,P60520,Q9NS23,1
5569,P60520,O75385,1
5570,Q9H0Y0,Q9GZQ8,1
5571,Q9GZQ8,Q8NAA4,1
5572,Q9GZQ8,Q9H1Y0,1
5573,Q9GZQ8,Q14677,1
5574,Q9GZQ8,Q8WXU2,1
5575,P40939,Q9GZQ8,1
5576,O75323,Q9GZQ8,1
5577,O00410,Q9GZQ8,1
5578,Q9GZQ8,O15040,1
5579,Q8WVZ9,Q9GZQ8,1
5580,Q86V97,Q9GZQ8,1
5581,Q9GZQ8,Q8TD19,1
5582,Q92636,Q9GZQ8,1
5583,P10644,Q9GZQ8,1
5584,Q86WH2,Q9GZQ8,1
5585,Q9GZQ8,Q9NS23,1
5586,Q8WWW0,Q9GZQ8,1
5587,Q13188,Q9GZQ8,1
5588,Q9GZQ8,O95210,1
5589,Q9GZQ8,Q13043,1
5590,Q9GZQ8,Q8TC07,1
5591,Q9GZZ9,Q9GZQ8,1
5592,O75385,Q9GZQ8,1
5593,Q9BXW4,Q9Y4P1,1
5594,Q9BXW4,Q9H0Y0,1
5595,Q9BSB4,Q9BXW4,1
5596,Q9BXW4,Q9NS23,1
5597,Q9BXW4,Q8TC07,1
5598,Q9BXW4,O75385,1
5599,Q14677,Q9BXW4,1
5600,O75323,Q9BXW4,1
5601,Q9BXW4,O00410,1
5602,Q86V97,Q9BXW4,1
5603,Q8WVZ9,Q9BXW4,1
5604,Q9BXW4,O15040,1
5605,Q9BXW4,P46934,1
5606,Q9BXW4,Q8TD19,1
5607,Q9BXW4,Q92636,1
5608,Q9BXW4,P10644,1
5609,Q9BXW4,Q13188,1
5610,Q9BXW4,Q13043,1
5611,Q9GZZ9,Q9BXW4,1
5612,Q8WWW0,Q9BXW4,1
5613,Q9BXW4,Q8WXU2,1
5614,Q14974,O00629,1
5615,O60216,Q9NP77,1
5616,Q16543,O14879,1
5617,Q16543,P29474,1
5618,Q9BQ95,P49768,1
5619,Q9Y285,Q9BQ95,1
5620,Q9H0A6,Q9NXK8,1
5621,Q9H0A6,Q96FJ0,1
5622,Q96QH2,Q9H0A6,1
5623,P12956,P68400,1
5624,P68400,P13010,1
5625,O43318,P19634,1
5626,P17301,P05413,1
5627,P05413,P56199,1
5630,Q9H2X6,P61962,1
5631,P61962,Q13627,1
5632,P61962,Q9Y463,1
5633,Q9H2K2,Q9NWT6,1
5637,P17813,P01137,1
5638,P01137,Q03167,1
5639,Q9NYA1,P68104,1
5640,O14745,Q9ULV1,1
5642,P10242,P63165,1
5643,P10242,P61956,1
5646,Q5VWG9,P84243,1
5647,P84243,Q96BD5,1
5648,Q9NR77,P40855,1
5649,Q969T9,Q9GZV5,1
5650,P40337,P63244,1
5651,O00311,P49736,1
5652,O95166,Q14145,1
5654,Q9H211,Q14566,1
5655,P27361,Q16539,1
5659,P61326,O94829,1
5665,Q9Y3B2,Q15024,1
5666,Q9Y3B2,Q9NQT4,1
5673,P32241,B1PKZ2,1
5674,O14836,Q99836,1
5677,P18084,Q9BY76,1
5678,P05556,Q9BY76,1
5679,Q01780,Q13901,1
5680,Q99547,Q01780,1
5681,P42285,Q99547,1
5682,Q13158,P53350,1
5684,P55055,O60543,1
5685,P61077,P46934,1
5691,P61088,Q9UNE7,1
5692,Q9UNE7,P07900,1
5693,O96019,P25490,1
5695,P50616,Q8NE35,1
5696,P50616,Q17RY0,1
5697,Q00987,P42677,1
5698,Q71UM5,Q00987,1
5700,Q5T4F4,Q9P0L0,1
5701,O75069,P02649,1
5702,P02788,P19338,1
5707,P60763,P03372,1
5708,P03372,Q9Y294,1
5709,P18846,P03372,1
5710,P62952,P03372,1
5711,O00429,P03372,1
5712,P03372,O00165,1
5713,P03372,P60660,1
5714,P03372,Q9UN36,1
5715,Q96HI0,P03372,1
5716,O60869,P03372,1
5717,Q9BQ15,P38936,1
5718,P10600,Q03167,1
5720,P35226,O95503,1
5721,Q9BSM1,O95503,1
5722,O95503,P35227,1
5723,Q3KNV8,O95503,1
5724,Q86SE9,O95503,1
5725,O95503,Q9BYE7,1
5726,O95503,Q06587,1
5727,Q99496,O95503,1
5728,Q9BSM1,O95931,1
5729,Q3KNV8,O95931,1
5730,O95931,P35227,1
5731,P35226,O95931,1
5732,O95931,Q86SE9,1
5733,Q9BYE7,O95931,1
5734,O95931,Q06587,1
5735,Q99496,O95931,1
5736,Q9HC52,Q9BSM1,1
5737,P35227,Q9HC52,1
5738,Q3KNV8,Q9HC52,1
5739,Q9HC52,P35226,1
5740,Q86SE9,Q9HC52,1
5741,Q9HC52,Q9BYE7,1
5742,Q06587,Q9HC52,1
5743,Q99496,Q9HC52,1
5746,Q01968,P51153,1
5747,P20336,Q01968,1
5748,Q13636,Q01968,1
5751,Q9BSW2,Q13586,1
5755,Q92988,Q15796,1
5756,Q92988,Q13485,1
5759,Q9C005,Q9UBL3,1
5760,P02766,P02753,1
5761,Q9H469,Q9HAU4,1
5762,Q9H469,Q9HCE7,1
5764,Q8N4P2,Q9BPU9,1
5768,Q13526,P51617,1
5770,P33681,P08138,1
5771,Q96PJ5,Q03403,1
5772,Q9NYZ4,P04155,1
5773,P13688,Q16568,1
5774,P35590,Q15238,1
5775,P02794,Q9UER7,1
5776,Q07820,Q07812,1
5780,Q07820,Q13794,1
5781,Q96EB6,P31749,1
5782,O14727,P42574,1
5783,P48551,P01563,1
5784,P05000,P17181,1
5785,P05000,P48551,1
5786,P29590,Q13526,1
5787,Q9Y2M5,P29590,1
5788,Q01831,P32780,1
5790,P67870,Q96EB6,1
5794,P38432,Q99986,1
5796,Q562F6,Q13257,1
5797,P49841,P37840,1
5804,P20936,P16333,1
5805,Q96EB6,P68400,1
5806,Q9UBP5,Q96EB6,1
5807,Q96EB6,Q86WX3,1
5808,P68036,O60260,1
5809,P01106,Q96EB6,1
5812,O43524,Q96EB6,1
5813,Q8IX30,P37173,1
5814,Q9UK73,P49593,1
5815,Q96EB6,P27695,1
5866,P08567,Q14642,1
5867,Q13496,Q9C0I1,1
5868,Q9C0I1,Q13614,1
5869,Q96EB6,Q01094,1
5870,Q01831,P41208,1
5873,O43586,Q99952,1
5875,Q15796,P35813,1
5876,P84022,P35813,1
5877,Q99640,P62136,1
5878,P62136,Q9BZA7,1
5879,P62136,Q14684,1
5880,O94832,P62136,1
5881,A8MXD5,P62136,1
5882,Q9H0W5,P62136,1
5883,Q5R3F8,P62136,1
5884,P62136,Q5T8A7,1
5885,P62136,P57789,1
5886,P62136,O75864,1
5887,P62136,Q9NW75,1
5888,Q96LQ0,P62136,1
5889,Q9NX63,P62136,1
5890,O95400,P62136,1
5891,Q8TEC5,P62136,1
5892,P62136,Q8N567,1
5893,P62136,Q9HBF4,1
5894,P62136,Q8TBB6,1
5895,P0C7U0,P62136,1
5896,P62136,P49815,1
5897,P62136,Q86WC6,1
5898,A8K8P3,P62136,1
5899,Q9UJT2,P62136,1
5900,Q6TDU7,P62136,1
5901,Q15700,P62136,1
5902,Q9UM82,P62136,1
5903,P62136,O43913,1
5904,P62136,Q9H788,1
5905,P62136,Q96MP5,1
5906,P62136,Q8IWZ5,1
5907,Q9BRQ6,P62136,1
5908,Q9H8H2,P62136,1
5909,Q6GV28,P62136,1
5910,Q92796,P62136,1
5911,P62136,Q9H175,1
5912,P33993,P62136,1
5913,P62136,Q9H4Z3,1
5914,P62136,O00566,1
5915,P62136,Q8TAP8,1
5916,P62136,Q8WYN3,1
5917,Q9BYG3,P62136,1
5918,P55199,P62136,1
5919,P62136,P47775,1
5920,P62136,Q8TEL6,1
5921,P62136,P41236,1
5922,P41236,P36873,1
5923,P62136,Q00535,1
5924,P29317,Q15375,1
5925,P29320,Q15375,1
5926,Q15375,P52803,1
5927,Q15375,P52798,1
5928,Q8WV28,Q96B97,1
5929,O60934,Q96EB6,1
5930,Q9Y3T9,P04637,1
5934,P04198,Q96EB6,1
5935,P46934,Q5TBB8,1
5936,P55345,P03372,1
5937,O15350,Q96EB6,1
